cid	atc	pert_iname	pert_id	pert_count	cell_id_count	inst_id	rna_plate	rna_well	pert_type	pert_dose	pert_dose_unit	pert_time	pert_time_unit	cell_id	cell_type	base_cell_id	precursor_cell_id	modification	sample_type	primary_site	subtype	original_growth_pattern	provider_catalog_id	original_source_vendor	donor_age	donor_sex	donor_ethnicity
CID100004011	N06AA21	maprotiline	BRD-K03319035	2	8	CPC005_PC3_24H_X1_B4_DUO52HI53LO:N07	CPC005_PC3_24H_X1	N07	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K03319035	2	8	CPC005_PC3_24H_X2_B4_DUO52HI53LO:N07	CPC005_PC3_24H_X2	N07	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K03319035	2	8	CPC005_PC3_24H_X3_B4_DUO52HI53LO:N07	CPC005_PC3_24H_X3	N07	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K03319035	2	8	CPC005_PC3_24H_X4_B5_DUO52HI53LO:N07	CPC005_PC3_24H_X4	N07	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K03319035	2	8	CPC005_PC3_24H_X5_B5_DUO52HI53LO:N07	CPC005_PC3_24H_X5	N07	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K03319035	2	8	CPC005_PC3_6H_X1_B3_DUO52HI53LO:N07	CPC005_PC3_6H_X1	N07	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K03319035	2	8	CPC005_PC3_6H_X2_B3_DUO52HI53LO:N07	CPC005_PC3_6H_X2	N07	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K03319035	2	8	CPC005_PC3_6H_X3_B3_DUO52HI53LO:N07	CPC005_PC3_6H_X3	N07	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K03319035	2	8	CPC005_PC3_6H_X5_F1B5_DUO52HI53LO:N07	CPC005_PC3_6H_X5	N07	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K03319035	2	8	CPD001_PC3_24H_X1_B6_DUO52HI53LO:F23	CPD001_PC3_24H_X1	F23	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K03319035	2	8	CPD001_PC3_24H_X2_B6_DUO52HI53LO:F23	CPD001_PC3_24H_X2	F23	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K03319035	2	8	CPD001_PC3_24H_X3_B6_DUO52HI53LO:F23	CPD001_PC3_24H_X3	F23	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K25433859	2	13	CPC002_PC3_24H_X1_B3_DUO52HI53LO:K21	CPC002_PC3_24H_X1	K21	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K25433859	2	13	CPC002_PC3_24H_X2_B3_DUO52HI53LO:K21	CPC002_PC3_24H_X2	K21	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K25433859	2	13	CPC002_PC3_24H_X3_B3_DUO52HI53LO:K21	CPC002_PC3_24H_X3	K21	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K25433859	2	13	CPC002_PC3_24H_X4_B4_DUO52HI53LO:K21	CPC002_PC3_24H_X4	K21	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K25433859	2	13	CPC002_PC3_24H_X5_F1B5_DUO52HI53LO:K21	CPC002_PC3_24H_X5	K21	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K25433859	2	13	CPC002_PC3_6H_X1_B3_DUO52HI53LO:K21	CPC002_PC3_6H_X1	K21	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K25433859	2	13	CPC002_PC3_6H_X2_B3_DUO52HI53LO:K21	CPC002_PC3_6H_X2	K21	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K25433859	2	13	CPC002_PC3_6H_X3_B3_DUO52HI53LO:K21	CPC002_PC3_6H_X3	K21	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K25433859	2	13	CPC002_PC3_6H_X4_B4_DUO52HI53LO:K21	CPC002_PC3_6H_X4	K21	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K25433859	2	13	CPC002_PC3_6H_X5_F1B5_DUO52HI53LO:K21	CPC002_PC3_6H_X5	K21	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K25433859	2	13	CPC011_PC3_24H_X1_B3_DUO52HI53LO:O15	CPC011_PC3_24H_X1	O15	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K25433859	2	13	CPC011_PC3_24H_X2_B3_DUO52HI53LO:O15	CPC011_PC3_24H_X2	O15	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K25433859	2	13	CPC011_PC3_24H_X4_B5_DUO52HI53LO:O15	CPC011_PC3_24H_X4	O15	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K25433859	2	13	CPC011_PC3_24H_X5_B5_DUO52HI53LO:O15	CPC011_PC3_24H_X5	O15	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K25433859	2	13	CPC011_PC3_6H_X1_B3_DUO52HI53LO:O15	CPC011_PC3_6H_X1	O15	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K25433859	2	13	CPC011_PC3_6H_X3_B3_DUO52HI53LO:O15	CPC011_PC3_6H_X3	O15	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K25433859	2	13	CPC011_PC3_6H_X4_B5_DUO52HI53LO:O15	CPC011_PC3_6H_X4	O15	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004011	N06AA21	maprotiline	BRD-K25433859	2	13	CPC011_PC3_6H_X5_B5_DUO52HI53LO:O15	CPC011_PC3_6H_X5	O15	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004184	N06AX03	mianserin	BRD-A19661776	1	13	CPC002_PC3_24H_X1_B3_DUO52HI53LO:J08	CPC002_PC3_24H_X1	J08	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004184	N06AX03	mianserin	BRD-A19661776	1	13	CPC002_PC3_24H_X2_B3_DUO52HI53LO:J08	CPC002_PC3_24H_X2	J08	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004184	N06AX03	mianserin	BRD-A19661776	1	13	CPC002_PC3_24H_X3_B3_DUO52HI53LO:J08	CPC002_PC3_24H_X3	J08	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004184	N06AX03	mianserin	BRD-A19661776	1	13	CPC002_PC3_24H_X4_B4_DUO52HI53LO:J08	CPC002_PC3_24H_X4	J08	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004184	N06AX03	mianserin	BRD-A19661776	1	13	CPC002_PC3_24H_X5_F1B5_DUO52HI53LO:J08	CPC002_PC3_24H_X5	J08	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004184	N06AX03	mianserin	BRD-A19661776	1	13	CPC002_PC3_6H_X1_B3_DUO52HI53LO:J08	CPC002_PC3_6H_X1	J08	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004184	N06AX03	mianserin	BRD-A19661776	1	13	CPC002_PC3_6H_X2_B3_DUO52HI53LO:J08	CPC002_PC3_6H_X2	J08	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004184	N06AX03	mianserin	BRD-A19661776	1	13	CPC002_PC3_6H_X3_B3_DUO52HI53LO:J08	CPC002_PC3_6H_X3	J08	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004184	N06AX03	mianserin	BRD-A19661776	1	13	CPC002_PC3_6H_X4_B4_DUO52HI53LO:J08	CPC002_PC3_6H_X4	J08	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004184	N06AX03	mianserin	BRD-A19661776	1	13	CPC002_PC3_6H_X5_F1B5_DUO52HI53LO:J08	CPC002_PC3_6H_X5	J08	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004184	N06AX03	mianserin	BRD-A19661776	1	13	CPD001_PC3_24H_X1_B6_DUO52HI53LO:C20	CPD001_PC3_24H_X1	C20	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004184	N06AX03	mianserin	BRD-A19661776	1	13	CPD001_PC3_24H_X2_B6_DUO52HI53LO:C20	CPD001_PC3_24H_X2	C20	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004184	N06AX03	mianserin	BRD-A19661776	1	13	CPD001_PC3_24H_X3_B6_DUO52HI53LO:C20	CPD001_PC3_24H_X3	C20	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPC004_PC3_24H_X1_B3_DUO52HI53LO:A16	CPC004_PC3_24H_X1	A16	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPC004_PC3_24H_X2_B3_DUO52HI53LO:A16	CPC004_PC3_24H_X2	A16	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPC004_PC3_24H_X3_B3_DUO52HI53LO:A16	CPC004_PC3_24H_X3	A16	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPC004_PC3_24H_X4_B4_DUO52HI53LO:A16	CPC004_PC3_24H_X4	A16	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPC004_PC3_24H_X5_B5_DUO52HI53LO:A16	CPC004_PC3_24H_X5	A16	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPC004_PC3_6H_X1_B3_DUO52HI53LO:A16	CPC004_PC3_6H_X1	A16	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPC004_PC3_6H_X2_B3_DUO52HI53LO:A16	CPC004_PC3_6H_X2	A16	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPC004_PC3_6H_X4_B4_DUO52HI53LO:A16	CPC004_PC3_6H_X4	A16	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:A16	CPC004_PC3_6H_X5	A16	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPC011_PC3_24H_X1_B3_DUO52HI53LO:G23	CPC011_PC3_24H_X1	G23	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPC011_PC3_24H_X2_B3_DUO52HI53LO:G23	CPC011_PC3_24H_X2	G23	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPC011_PC3_24H_X4_B5_DUO52HI53LO:G23	CPC011_PC3_24H_X4	G23	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPC011_PC3_24H_X5_B5_DUO52HI53LO:G23	CPC011_PC3_24H_X5	G23	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPC011_PC3_6H_X1_B3_DUO52HI53LO:G23	CPC011_PC3_6H_X1	G23	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPC011_PC3_6H_X3_B3_DUO52HI53LO:G23	CPC011_PC3_6H_X3	G23	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPC011_PC3_6H_X4_B5_DUO52HI53LO:G23	CPC011_PC3_6H_X4	G23	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPC011_PC3_6H_X5_B5_DUO52HI53LO:G23	CPC011_PC3_6H_X5	G23	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPD002_PC3_24H_X1_B6_DUO52HI53LO:O14	CPD002_PC3_24H_X1	O14	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPD002_PC3_24H_X2_B6_DUO52HI53LO:O14	CPD002_PC3_24H_X2	O14	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPD002_PC3_24H_X3_B6_DUO52HI53LO:O14	CPD002_PC3_24H_X3	O14	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPD002_PC3_6H_X1_B6_DUO52HI53LO:O14	CPD002_PC3_6H_X1	O14	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPD002_PC3_6H_X2_B6_DUO52HI53LO:O14	CPD002_PC3_6H_X2	O14	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-A64977602	2	13	CPD002_PC3_6H_X3_B6_DUO52HI53LO:O14	CPD002_PC3_6H_X3	O14	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-K83153774	2	8	CPC020_PC3_24H_X1_B5_DUO52HI53LO:D15	CPC020_PC3_24H_X1	D15	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-K83153774	2	8	CPC020_PC3_24H_X2_B5_DUO52HI53LO:D15	CPC020_PC3_24H_X2	D15	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-K83153774	2	8	CPC020_PC3_24H_X3_B5_DUO52HI53LO:D15	CPC020_PC3_24H_X3	D15	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-K83153774	2	8	CPC020_PC3_24H_X4_B5_DUO52HI53LO:D15	CPC020_PC3_24H_X4	D15	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-K83153774	2	8	CPC020_PC3_24H_X5_B5_DUO52HI53LO:D15	CPC020_PC3_24H_X5	D15	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-K83153774	2	8	CPC020_PC3_6H_X1_B4_DUO52HI53LO:D15	CPC020_PC3_6H_X1	D15	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-K83153774	2	8	CPC020_PC3_6H_X2_B4_DUO52HI53LO:D15	CPC020_PC3_6H_X2	D15	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-K83153774	2	8	CPC020_PC3_6H_X3_B4_DUO52HI53LO:D15	CPC020_PC3_6H_X3	D15	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-K83153774	2	8	CPC020_PC3_6H_X4_F1B4_DUO52HI53LO:D15	CPC020_PC3_6H_X4	D15	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004205	N06AX11	mirtazapine	BRD-K83153774	2	8	CPC020_PC3_6H_X5_B5_DUO52HI53LO:D15	CPC020_PC3_6H_X5	D15	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	CPC011_PC3_24H_X1_B3_DUO52HI53LO:A16	CPC011_PC3_24H_X1	A16	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	CPC011_PC3_24H_X2_B3_DUO52HI53LO:A16	CPC011_PC3_24H_X2	A16	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	CPC011_PC3_24H_X4_B5_DUO52HI53LO:A16	CPC011_PC3_24H_X4	A16	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	CPC011_PC3_24H_X5_B5_DUO52HI53LO:A16	CPC011_PC3_24H_X5	A16	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	CPC011_PC3_6H_X1_B3_DUO52HI53LO:A16	CPC011_PC3_6H_X1	A16	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	CPC011_PC3_6H_X3_B3_DUO52HI53LO:A16	CPC011_PC3_6H_X3	A16	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	CPC011_PC3_6H_X4_B5_DUO52HI53LO:A16	CPC011_PC3_6H_X4	A16	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	CPC011_PC3_6H_X5_B5_DUO52HI53LO:A16	CPC011_PC3_6H_X5	A16	trt_cp	10.0	um	6	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	CPD001_PC3_24H_X1_B6_DUO52HI53LO:G02	CPD001_PC3_24H_X1	G02	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	CPD001_PC3_24H_X2_B6_DUO52HI53LO:G02	CPD001_PC3_24H_X2	G02	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	CPD001_PC3_24H_X3_B6_DUO52HI53LO:G02	CPD001_PC3_24H_X3	G02	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	13	CPC002_PC3_24H_X1_B3_DUO52HI53LO:H02	CPC002_PC3_24H_X1	H02	trt_cp	10.0	um	24	h	PC3	cell line	PC3	-666	-666	tumor	prostate	adenocarcinoma	mix	CRL-1435	ATCC	62	M	Caucasian
