cid	atc	pert_iname	pert_id	pert_count	cell_id_count	inst_id	cell_id	det_plate	det_well	pert_mfc_id	pert_dose	pert_dose_unit	pert_type	pert_time	pert_time_unit	cell_type	base_cell_id	precursor_cell_id	modification	sample_type	primary_site	subtype	original_growth_pattern	provider_catalog_id	original_source_vendor	donor_age	donor_sex	donor_ethnicity
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	7	REP.A023_HT29_24H_X1_B23:L16	HT29	REP.A023_HT29_24H_X1_B23	L16	BRD-K71103788-003-12-0	0.37037	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	7	REP.A023_HT29_24H_X1_B23:L17	HT29	REP.A023_HT29_24H_X1_B23	L17	BRD-K71103788-003-12-0	0.123457	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	7	REP.A023_HT29_24H_X1_B23:L18	HT29	REP.A023_HT29_24H_X1_B23	L18	BRD-K71103788-003-12-0	0.0411523	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	7	REP.A023_HT29_24H_X2_B23:L13	HT29	REP.A023_HT29_24H_X2_B23	L13	BRD-K71103788-003-12-0	10.0	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	7	REP.A023_HT29_24H_X2_B23:L14	HT29	REP.A023_HT29_24H_X2_B23	L14	BRD-K71103788-003-12-0	3.33333	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	7	REP.A023_HT29_24H_X2_B23:L15	HT29	REP.A023_HT29_24H_X2_B23	L15	BRD-K71103788-003-12-0	1.11111	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	7	REP.A023_HT29_24H_X2_B23:L16	HT29	REP.A023_HT29_24H_X2_B23	L16	BRD-K71103788-003-12-0	0.37037	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	7	REP.A023_HT29_24H_X2_B23:L17	HT29	REP.A023_HT29_24H_X2_B23	L17	BRD-K71103788-003-12-0	0.123457	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	7	REP.A023_HT29_24H_X2_B23:L18	HT29	REP.A023_HT29_24H_X2_B23	L18	BRD-K71103788-003-12-0	0.0411523	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	7	REP.A023_HT29_24H_X3_B23:L13	HT29	REP.A023_HT29_24H_X3_B23	L13	BRD-K71103788-003-12-0	10.0	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	7	REP.A023_HT29_24H_X3_B23:L14	HT29	REP.A023_HT29_24H_X3_B23	L14	BRD-K71103788-003-12-0	3.33333	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	7	REP.A023_HT29_24H_X3_B23:L15	HT29	REP.A023_HT29_24H_X3_B23	L15	BRD-K71103788-003-12-0	1.11111	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	7	REP.A023_HT29_24H_X3_B23:L16	HT29	REP.A023_HT29_24H_X3_B23	L16	BRD-K71103788-003-12-0	0.37037	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	7	REP.A023_HT29_24H_X3_B23:L17	HT29	REP.A023_HT29_24H_X3_B23	L17	BRD-K71103788-003-12-0	0.123457	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	7	REP.A023_HT29_24H_X3_B23:L18	HT29	REP.A023_HT29_24H_X3_B23	L18	BRD-K71103788-003-12-0	0.0411523	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100065856	N06AX18	reboxetine	BRD-M39350793	1	7	REP.A013_HT29_24H_X1_B24:F19	HT29	REP.A013_HT29_24H_X1_B24	F19	BRD-M39350793-334-01-1	10.0	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100065856	N06AX18	reboxetine	BRD-M39350793	1	7	REP.A013_HT29_24H_X1_B24:F20	HT29	REP.A013_HT29_24H_X1_B24	F20	BRD-M39350793-334-01-1	3.33333	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100065856	N06AX18	reboxetine	BRD-M39350793	1	7	REP.A013_HT29_24H_X1_B24:F21	HT29	REP.A013_HT29_24H_X1_B24	F21	BRD-M39350793-334-01-1	1.11111	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100065856	N06AX18	reboxetine	BRD-M39350793	1	7	REP.A013_HT29_24H_X1_B24:F22	HT29	REP.A013_HT29_24H_X1_B24	F22	BRD-M39350793-334-01-1	0.37037	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100065856	N06AX18	reboxetine	BRD-M39350793	1	7	REP.A013_HT29_24H_X1_B24:F23	HT29	REP.A013_HT29_24H_X1_B24	F23	BRD-M39350793-334-01-1	0.123457	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100065856	N06AX18	reboxetine	BRD-M39350793	1	7	REP.A013_HT29_24H_X1_B24:F24	HT29	REP.A013_HT29_24H_X1_B24	F24	BRD-M39350793-334-01-1	0.0411523	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100065856	N06AX18	reboxetine	BRD-M39350793	1	7	REP.A013_HT29_24H_X2_B24:F19	HT29	REP.A013_HT29_24H_X2_B24	F19	BRD-M39350793-334-01-1	10.0	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100065856	N06AX18	reboxetine	BRD-M39350793	1	7	REP.A013_HT29_24H_X2_B24:F20	HT29	REP.A013_HT29_24H_X2_B24	F20	BRD-M39350793-334-01-1	3.33333	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100065856	N06AX18	reboxetine	BRD-M39350793	1	7	REP.A013_HT29_24H_X2_B24:F21	HT29	REP.A013_HT29_24H_X2_B24	F21	BRD-M39350793-334-01-1	1.11111	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100065856	N06AX18	reboxetine	BRD-M39350793	1	7	REP.A013_HT29_24H_X2_B24:F22	HT29	REP.A013_HT29_24H_X2_B24	F22	BRD-M39350793-334-01-1	0.37037	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100065856	N06AX18	reboxetine	BRD-M39350793	1	7	REP.A013_HT29_24H_X2_B24:F23	HT29	REP.A013_HT29_24H_X2_B24	F23	BRD-M39350793-334-01-1	0.123457	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100065856	N06AX18	reboxetine	BRD-M39350793	1	7	REP.A013_HT29_24H_X2_B24:F24	HT29	REP.A013_HT29_24H_X2_B24	F24	BRD-M39350793-334-01-1	0.0411523	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100065856	N06AX18	reboxetine	BRD-M39350793	1	7	REP.A013_HT29_24H_X3_B24:F19	HT29	REP.A013_HT29_24H_X3_B24	F19	BRD-M39350793-334-01-1	10.0	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100065856	N06AX18	reboxetine	BRD-M39350793	1	7	REP.A013_HT29_24H_X3_B24:F21	HT29	REP.A013_HT29_24H_X3_B24	F21	BRD-M39350793-334-01-1	1.11111	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100065856	N06AX18	reboxetine	BRD-M39350793	1	7	REP.A013_HT29_24H_X3_B24:F22	HT29	REP.A013_HT29_24H_X3_B24	F22	BRD-M39350793-334-01-1	0.37037	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100065856	N06AX18	reboxetine	BRD-M39350793	1	7	REP.A013_HT29_24H_X3_B24:F23	HT29	REP.A013_HT29_24H_X3_B24	F23	BRD-M39350793-334-01-1	0.123457	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100065856	N06AX18	reboxetine	BRD-M39350793	1	7	REP.A013_HT29_24H_X3_B24:F24	HT29	REP.A013_HT29_24H_X3_B24	F24	BRD-M39350793-334-01-1	0.0411523	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100082148	N06AX22	agomelatine	BRD-K84698278	1	7	REP.A021_HT29_24H_X1_B23:L01	HT29	REP.A021_HT29_24H_X1_B23	L01	BRD-K84698278-001-03-4	10.0	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100082148	N06AX22	agomelatine	BRD-K84698278	1	7	REP.A021_HT29_24H_X1_B23:L02	HT29	REP.A021_HT29_24H_X1_B23	L02	BRD-K84698278-001-03-4	3.33333	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100082148	N06AX22	agomelatine	BRD-K84698278	1	7	REP.A021_HT29_24H_X1_B23:L03	HT29	REP.A021_HT29_24H_X1_B23	L03	BRD-K84698278-001-03-4	1.11111	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100082148	N06AX22	agomelatine	BRD-K84698278	1	7	REP.A021_HT29_24H_X1_B23:L04	HT29	REP.A021_HT29_24H_X1_B23	L04	BRD-K84698278-001-03-4	0.37037	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100082148	N06AX22	agomelatine	BRD-K84698278	1	7	REP.A021_HT29_24H_X1_B23:L05	HT29	REP.A021_HT29_24H_X1_B23	L05	BRD-K84698278-001-03-4	0.123457	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100082148	N06AX22	agomelatine	BRD-K84698278	1	7	REP.A021_HT29_24H_X1_B23:L06	HT29	REP.A021_HT29_24H_X1_B23	L06	BRD-K84698278-001-03-4	0.0411523	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100082148	N06AX22	agomelatine	BRD-K84698278	1	7	REP.A021_HT29_24H_X2_B23:L01	HT29	REP.A021_HT29_24H_X2_B23	L01	BRD-K84698278-001-03-4	10.0	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100082148	N06AX22	agomelatine	BRD-K84698278	1	7	REP.A021_HT29_24H_X2_B23:L02	HT29	REP.A021_HT29_24H_X2_B23	L02	BRD-K84698278-001-03-4	3.33333	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100082148	N06AX22	agomelatine	BRD-K84698278	1	7	REP.A021_HT29_24H_X2_B23:L03	HT29	REP.A021_HT29_24H_X2_B23	L03	BRD-K84698278-001-03-4	1.11111	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100082148	N06AX22	agomelatine	BRD-K84698278	1	7	REP.A021_HT29_24H_X2_B23:L04	HT29	REP.A021_HT29_24H_X2_B23	L04	BRD-K84698278-001-03-4	0.37037	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100082148	N06AX22	agomelatine	BRD-K84698278	1	7	REP.A021_HT29_24H_X2_B23:L05	HT29	REP.A021_HT29_24H_X2_B23	L05	BRD-K84698278-001-03-4	0.123457	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100082148	N06AX22	agomelatine	BRD-K84698278	1	7	REP.A021_HT29_24H_X2_B23:L06	HT29	REP.A021_HT29_24H_X2_B23	L06	BRD-K84698278-001-03-4	0.0411523	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100082148	N06AX22	agomelatine	BRD-K84698278	1	7	REP.A021_HT29_24H_X3_B23:L01	HT29	REP.A021_HT29_24H_X3_B23	L01	BRD-K84698278-001-03-4	10.0	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100082148	N06AX22	agomelatine	BRD-K84698278	1	7	REP.A021_HT29_24H_X3_B23:L02	HT29	REP.A021_HT29_24H_X3_B23	L02	BRD-K84698278-001-03-4	3.33333	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100082148	N06AX22	agomelatine	BRD-K84698278	1	7	REP.A021_HT29_24H_X3_B23:L03	HT29	REP.A021_HT29_24H_X3_B23	L03	BRD-K84698278-001-03-4	1.11111	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100082148	N06AX22	agomelatine	BRD-K84698278	1	7	REP.A021_HT29_24H_X3_B23:L04	HT29	REP.A021_HT29_24H_X3_B23	L04	BRD-K84698278-001-03-4	0.37037	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100082148	N06AX22	agomelatine	BRD-K84698278	1	7	REP.A021_HT29_24H_X3_B23:L05	HT29	REP.A021_HT29_24H_X3_B23	L05	BRD-K84698278-001-03-4	0.123457	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100082148	N06AX22	agomelatine	BRD-K84698278	1	7	REP.A021_HT29_24H_X3_B23:L06	HT29	REP.A021_HT29_24H_X3_B23	L06	BRD-K84698278-001-03-4	0.0411523	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100125017	N06AX23	desvenlafaxine	BRD-A98845662	1	7	REP.A026_HT29_24H_X1_B25:N01	HT29	REP.A026_HT29_24H_X1_B25	N01	BRD-A98845662-036-03-7	10.0	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100125017	N06AX23	desvenlafaxine	BRD-A98845662	1	7	REP.A026_HT29_24H_X1_B25:N02	HT29	REP.A026_HT29_24H_X1_B25	N02	BRD-A98845662-036-03-7	3.33333	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100125017	N06AX23	desvenlafaxine	BRD-A98845662	1	7	REP.A026_HT29_24H_X1_B25:N03	HT29	REP.A026_HT29_24H_X1_B25	N03	BRD-A98845662-036-03-7	1.11111	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100125017	N06AX23	desvenlafaxine	BRD-A98845662	1	7	REP.A026_HT29_24H_X1_B25:N04	HT29	REP.A026_HT29_24H_X1_B25	N04	BRD-A98845662-036-03-7	0.37037	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100125017	N06AX23	desvenlafaxine	BRD-A98845662	1	7	REP.A026_HT29_24H_X1_B25:N05	HT29	REP.A026_HT29_24H_X1_B25	N05	BRD-A98845662-036-03-7	0.123457	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100125017	N06AX23	desvenlafaxine	BRD-A98845662	1	7	REP.A026_HT29_24H_X1_B25:N06	HT29	REP.A026_HT29_24H_X1_B25	N06	BRD-A98845662-036-03-7	0.0411523	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100125017	N06AX23	desvenlafaxine	BRD-A98845662	1	7	REP.A026_HT29_24H_X2.A2_B27:N01	HT29	REP.A026_HT29_24H_X2.A2_B27	N01	BRD-A98845662-036-03-7	10.0	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100125017	N06AX23	desvenlafaxine	BRD-A98845662	1	7	REP.A026_HT29_24H_X2.A2_B27:N02	HT29	REP.A026_HT29_24H_X2.A2_B27	N02	BRD-A98845662-036-03-7	3.33333	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100125017	N06AX23	desvenlafaxine	BRD-A98845662	1	7	REP.A026_HT29_24H_X2.A2_B27:N03	HT29	REP.A026_HT29_24H_X2.A2_B27	N03	BRD-A98845662-036-03-7	1.11111	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100125017	N06AX23	desvenlafaxine	BRD-A98845662	1	7	REP.A026_HT29_24H_X2.A2_B27:N04	HT29	REP.A026_HT29_24H_X2.A2_B27	N04	BRD-A98845662-036-03-7	0.37037	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100125017	N06AX23	desvenlafaxine	BRD-A98845662	1	7	REP.A026_HT29_24H_X2.A2_B27:N05	HT29	REP.A026_HT29_24H_X2.A2_B27	N05	BRD-A98845662-036-03-7	0.123457	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100125017	N06AX23	desvenlafaxine	BRD-A98845662	1	7	REP.A026_HT29_24H_X2.A2_B27:N06	HT29	REP.A026_HT29_24H_X2.A2_B27	N06	BRD-A98845662-036-03-7	0.0411523	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100125017	N06AX23	desvenlafaxine	BRD-A98845662	1	7	REP.A026_HT29_24H_X3_B25:N01	HT29	REP.A026_HT29_24H_X3_B25	N01	BRD-A98845662-036-03-7	10.0	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100125017	N06AX23	desvenlafaxine	BRD-A98845662	1	7	REP.A026_HT29_24H_X3_B25:N02	HT29	REP.A026_HT29_24H_X3_B25	N02	BRD-A98845662-036-03-7	3.33333	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100125017	N06AX23	desvenlafaxine	BRD-A98845662	1	7	REP.A026_HT29_24H_X3_B25:N03	HT29	REP.A026_HT29_24H_X3_B25	N03	BRD-A98845662-036-03-7	1.11111	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100125017	N06AX23	desvenlafaxine	BRD-A98845662	1	7	REP.A026_HT29_24H_X3_B25:N04	HT29	REP.A026_HT29_24H_X3_B25	N04	BRD-A98845662-036-03-7	0.37037	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100125017	N06AX23	desvenlafaxine	BRD-A98845662	1	7	REP.A026_HT29_24H_X3_B25:N05	HT29	REP.A026_HT29_24H_X3_B25	N05	BRD-A98845662-036-03-7	0.123457	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100125017	N06AX23	desvenlafaxine	BRD-A98845662	1	7	REP.A026_HT29_24H_X3_B25:N06	HT29	REP.A026_HT29_24H_X3_B25	N06	BRD-A98845662-036-03-7	0.0411523	um	trt_cp	24.0	h	cell line	HT29	-666	-666	tumor	large intestine	colorectal adenocarcinoma	adherent	HTB-38	ATCC	44	F	Caucasian
CID100000444	N06AX12	bupropion	BRD-A05186015	1	7	REP.A011_MCF7_24H_X1_B24:F01	MCF7	REP.A011_MCF7_24H_X1_B24	F01	BRD-A05186015-003-19-8	10.0	um	trt_cp	24.0	h	cell line	MCF7	-666	-666	tumor	breast	adenocarcinoma	adherent	HTB-22	ATCC	69	F	Caucasian
CID100000444	N06AX12	bupropion	BRD-A05186015	1	7	REP.A011_MCF7_24H_X1_B24:F02	MCF7	REP.A011_MCF7_24H_X1_B24	F02	BRD-A05186015-003-19-8	3.33333	um	trt_cp	24.0	h	cell line	MCF7	-666	-666	tumor	breast	adenocarcinoma	adherent	HTB-22	ATCC	69	F	Caucasian
CID100000444	N06AX12	bupropion	BRD-A05186015	1	7	REP.A011_MCF7_24H_X1_B24:F03	MCF7	REP.A011_MCF7_24H_X1_B24	F03	BRD-A05186015-003-19-8	1.11111	um	trt_cp	24.0	h	cell line	MCF7	-666	-666	tumor	breast	adenocarcinoma	adherent	HTB-22	ATCC	69	F	Caucasian
CID100000444	N06AX12	bupropion	BRD-A05186015	1	7	REP.A011_MCF7_24H_X1_B24:F04	MCF7	REP.A011_MCF7_24H_X1_B24	F04	BRD-A05186015-003-19-8	0.37037	um	trt_cp	24.0	h	cell line	MCF7	-666	-666	tumor	breast	adenocarcinoma	adherent	HTB-22	ATCC	69	F	Caucasian
CID100000444	N06AX12	bupropion	BRD-A05186015	1	7	REP.A011_MCF7_24H_X1_B24:F05	MCF7	REP.A011_MCF7_24H_X1_B24	F05	BRD-A05186015-003-19-8	0.123457	um	trt_cp	24.0	h	cell line	MCF7	-666	-666	tumor	breast	adenocarcinoma	adherent	HTB-22	ATCC	69	F	Caucasian
CID100000444	N06AX12	bupropion	BRD-A05186015	1	7	REP.A011_MCF7_24H_X1_B24:F06	MCF7	REP.A011_MCF7_24H_X1_B24	F06	BRD-A05186015-003-19-8	0.0411523	um	trt_cp	24.0	h	cell line	MCF7	-666	-666	tumor	breast	adenocarcinoma	adherent	HTB-22	ATCC	69	F	Caucasian
CID100000444	N06AX12	bupropion	BRD-A05186015	1	7	REP.A011_MCF7_24H_X2_B24:F01	MCF7	REP.A011_MCF7_24H_X2_B24	F01	BRD-A05186015-003-19-8	10.0	um	trt_cp	24.0	h	cell line	MCF7	-666	-666	tumor	breast	adenocarcinoma	adherent	HTB-22	ATCC	69	F	Caucasian
CID100000444	N06AX12	bupropion	BRD-A05186015	1	7	REP.A011_MCF7_24H_X2_B24:F02	MCF7	REP.A011_MCF7_24H_X2_B24	F02	BRD-A05186015-003-19-8	3.33333	um	trt_cp	24.0	h	cell line	MCF7	-666	-666	tumor	breast	adenocarcinoma	adherent	HTB-22	ATCC	69	F	Caucasian
CID100000444	N06AX12	bupropion	BRD-A05186015	1	7	REP.A011_MCF7_24H_X2_B24:F03	MCF7	REP.A011_MCF7_24H_X2_B24	F03	BRD-A05186015-003-19-8	1.11111	um	trt_cp	24.0	h	cell line	MCF7	-666	-666	tumor	breast	adenocarcinoma	adherent	HTB-22	ATCC	69	F	Caucasian
CID100000444	N06AX12	bupropion	BRD-A05186015	1	7	REP.A011_MCF7_24H_X2_B24:F04	MCF7	REP.A011_MCF7_24H_X2_B24	F04	BRD-A05186015-003-19-8	0.37037	um	trt_cp	24.0	h	cell line	MCF7	-666	-666	tumor	breast	adenocarcinoma	adherent	HTB-22	ATCC	69	F	Caucasian
CID100000444	N06AX12	bupropion	BRD-A05186015	1	7	REP.A011_MCF7_24H_X2_B24:F05	MCF7	REP.A011_MCF7_24H_X2_B24	F05	BRD-A05186015-003-19-8	0.123457	um	trt_cp	24.0	h	cell line	MCF7	-666	-666	tumor	breast	adenocarcinoma	adherent	HTB-22	ATCC	69	F	Caucasian
